test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:98, type:'delivery point', x:4.595, y:2.217]
[no:99, type:'delivery point', x:2.96, y:5.098]
[no:100, type:'delivery point', x:7.413, y:0.385]
[no:101, type:'delivery point', x:5.717, y:0.282]
[no:102, type:'delivery point', x:9.601, y:1.868]
[no:103, type:'delivery point', x:0.674, y:1.976]
[no:104, type:'delivery point', x:3.709, y:5.088]
[no:105, type:'delivery point', x:3.259, y:6.067]
[no:106, type:'delivery point', x:4.411, y:6.941]
[no:107, type:'delivery point', x:1.519, y:7.844]
[no:108, type:'delivery point', x:1.216, y:0.775]
[no:109, type:'delivery point', x:1.29, y:4.66]
[no:110, type:'delivery point', x:3.998, y:5.893]
[no:111, type:'delivery point', x:7.407, y:8.908]
[no:112, type:'delivery point', x:8.087, y:1.375]
[no:113, type:'delivery point', x:2.031, y:2.389]
[no:114, type:'delivery point', x:2.502, y:4.907]
[no:115, type:'delivery point', x:5.689, y:4.948]
[no:116, type:'delivery point', x:9.642, y:5.52]
[no:117, type:'delivery point', x:3.987, y:7.381]
[no:118, type:'delivery point', x:7.261, y:7.661]
[no:119, type:'delivery point', x:3.113, y:1.048]
[no:120, type:'delivery point', x:3.829, y:2.865]
[no:121, type:'delivery point', x:0.241, y:4.364]
[no:122, type:'delivery point', x:6.587, y:4.446]
[no:123, type:'delivery point', x:0.716, y:9.396]
[no:124, type:'delivery point', x:7.485, y:0.077]
[no:125, type:'delivery point', x:2.535, y:0.184]
[no:126, type:'delivery point', x:5.997, y:6.925]
[no:127, type:'delivery point', x:0.008, y:8.052]
[no:128, type:'delivery point', x:9.359, y:4.064]
[no:129, type:'delivery point', x:2.769, y:8.194]
[no:130, type:'delivery point', x:0.151, y:7.329]
[no:131, type:'delivery point', x:3.296, y:6.122]
[no:132, type:'delivery point', x:8.385, y:2.45]
[no:133, type:'delivery point', x:5.989, y:2.174]
[no:134, type:'delivery point', x:0.201, y:3.357]
[no:135, type:'delivery point', x:3.501, y:7.222]
[no:136, type:'delivery point', x:8.172, y:3.861]
[no:137, type:'delivery point', x:1.496, y:2.957]
[no:138, type:'delivery point', x:8.791, y:2.596]
[no:139, type:'delivery point', x:1.322, y:5.68]
[no:140, type:'delivery point', x:1.196, y:3.043]
orders: 
[no:1, pickup point: 26, delivery point: 113, distance: 5.076, earliest pickup time: 0.0, latest pick time: 0.15, pickup time: 0.17, earliest delivery time: 1.67, latest delivery time: 1.86, delivery time: 0.11]
[no:2, pickup point: 11, delivery point: 81, distance: 9.182, earliest pickup time: 0.0, latest pick time: 0.19, pickup time: 0.12, earliest delivery time: 2.76, latest delivery time: 2.88, delivery time: 0.13]
[no:3, pickup point: 17, delivery point: 70, distance: 3.711, earliest pickup time: 0.01, latest pick time: 0.24, pickup time: 0.12, earliest delivery time: 1.35, latest delivery time: 1.52, delivery time: 0.17]
[no:4, pickup point: 23, delivery point: 90, distance: 4.452, earliest pickup time: 0.02, latest pick time: 0.24, pickup time: 0.2, earliest delivery time: 1.63, latest delivery time: 1.79, delivery time: 0.11]
[no:5, pickup point: 31, delivery point: 137, distance: 5.754, earliest pickup time: 0.02, latest pick time: 0.26, pickup time: 0.19, earliest delivery time: 1.98, latest delivery time: 2.2, delivery time: 0.17]
[no:6, pickup point: 40, delivery point: 49, distance: 2.891, earliest pickup time: 0.03, latest pick time: 0.15, pickup time: 0.13, earliest delivery time: 1.04, latest delivery time: 1.18, delivery time: 0.16]
[no:7, pickup point: 12, delivery point: 54, distance: 11.026, earliest pickup time: 0.03, latest pick time: 0.17, pickup time: 0.17, earliest delivery time: 3.28, latest delivery time: 3.51, delivery time: 0.19]
[no:8, pickup point: 23, delivery point: 79, distance: 2.597, earliest pickup time: 0.03, latest pick time: 0.25, pickup time: 0.14, earliest delivery time: 1.08, latest delivery time: 1.25, delivery time: 0.12]
[no:9, pickup point: 25, delivery point: 118, distance: 2.18, earliest pickup time: 0.04, latest pick time: 0.18, pickup time: 0.11, earliest delivery time: 0.87, latest delivery time: 1.1, delivery time: 0.11]
[no:10, pickup point: 24, delivery point: 130, distance: 9.335, earliest pickup time: 0.04, latest pick time: 0.21, pickup time: 0.11, earliest delivery time: 2.81, latest delivery time: 2.96, delivery time: 0.19]
[no:11, pickup point: 15, delivery point: 100, distance: 7.49, earliest pickup time: 0.04, latest pick time: 0.23, pickup time: 0.16, earliest delivery time: 2.39, latest delivery time: 2.59, delivery time: 0.16]
[no:12, pickup point: 27, delivery point: 72, distance: 5.482, earliest pickup time: 0.05, latest pick time: 0.18, pickup time: 0.2, earliest delivery time: 1.84, latest delivery time: 2.07, delivery time: 0.2]
[no:13, pickup point: 17, delivery point: 101, distance: 4.916, earliest pickup time: 0.05, latest pick time: 0.26, pickup time: 0.11, earliest delivery time: 1.68, latest delivery time: 1.93, delivery time: 0.17]
[no:14, pickup point: 2, delivery point: 134, distance: 8.348, earliest pickup time: 0.05, latest pick time: 0.3, pickup time: 0.16, earliest delivery time: 2.69, latest delivery time: 2.79, delivery time: 0.11]
[no:15, pickup point: 14, delivery point: 90, distance: 2.686, earliest pickup time: 0.06, latest pick time: 0.19, pickup time: 0.12, earliest delivery time: 1.02, latest delivery time: 1.14, delivery time: 0.13]
[no:16, pickup point: 10, delivery point: 63, distance: 2.244, earliest pickup time: 0.06, latest pick time: 0.25, pickup time: 0.12, earliest delivery time: 0.97, latest delivery time: 1.17, delivery time: 0.12]
[no:17, pickup point: 37, delivery point: 122, distance: 3.393, earliest pickup time: 0.06, latest pick time: 0.29, pickup time: 0.14, earliest delivery time: 1.34, latest delivery time: 1.51, delivery time: 0.11]
[no:18, pickup point: 33, delivery point: 53, distance: 4.995, earliest pickup time: 0.06, latest pick time: 0.29, pickup time: 0.15, earliest delivery time: 1.78, latest delivery time: 1.99, delivery time: 0.2]
[no:19, pickup point: 32, delivery point: 137, distance: 1.451, earliest pickup time: 0.07, latest pick time: 0.31, pickup time: 0.13, earliest delivery time: 0.83, latest delivery time: 0.93, delivery time: 0.11]
[no:20, pickup point: 27, delivery point: 70, distance: 6.72, earliest pickup time: 0.08, latest pick time: 0.18, pickup time: 0.12, earliest delivery time: 2.09, latest delivery time: 2.32, delivery time: 0.18]
[no:21, pickup point: 31, delivery point: 114, distance: 5.926, earliest pickup time: 0.08, latest pick time: 0.3, pickup time: 0.17, earliest delivery time: 2.05, latest delivery time: 2.21, delivery time: 0.16]
[no:22, pickup point: 3, delivery point: 43, distance: 3.116, earliest pickup time: 0.09, latest pick time: 0.2, pickup time: 0.13, earliest delivery time: 1.17, latest delivery time: 1.28, delivery time: 0.18]
[no:23, pickup point: 17, delivery point: 91, distance: 6.721, earliest pickup time: 0.09, latest pick time: 0.23, pickup time: 0.19, earliest delivery time: 2.22, latest delivery time: 2.38, delivery time: 0.19]
[no:24, pickup point: 21, delivery point: 80, distance: 5.808, earliest pickup time: 0.09, latest pick time: 0.23, pickup time: 0.15, earliest delivery time: 1.93, latest delivery time: 2.18, delivery time: 0.17]
[no:25, pickup point: 3, delivery point: 115, distance: 3.466, earliest pickup time: 0.1, latest pick time: 0.28, pickup time: 0.16, earliest delivery time: 1.36, latest delivery time: 1.51, delivery time: 0.12]
[no:26, pickup point: 4, delivery point: 75, distance: 6.132, earliest pickup time: 0.1, latest pick time: 0.31, pickup time: 0.11, earliest delivery time: 2.06, latest delivery time: 2.24, delivery time: 0.18]
[no:27, pickup point: 15, delivery point: 50, distance: 0.842, earliest pickup time: 0.1, latest pick time: 0.34, pickup time: 0.18, earliest delivery time: 0.74, latest delivery time: 0.87, delivery time: 0.16]
[no:28, pickup point: 33, delivery point: 69, distance: 2.813, earliest pickup time: 0.1, latest pick time: 0.34, pickup time: 0.18, earliest delivery time: 1.26, latest delivery time: 1.41, delivery time: 0.15]
[no:29, pickup point: 39, delivery point: 91, distance: 1.351, earliest pickup time: 0.1, latest pick time: 0.34, pickup time: 0.15, earliest delivery time: 0.86, latest delivery time: 1.04, delivery time: 0.18]
[no:30, pickup point: 24, delivery point: 68, distance: 8.181, earliest pickup time: 0.11, latest pick time: 0.23, pickup time: 0.18, earliest delivery time: 2.58, latest delivery time: 2.77, delivery time: 0.11]
[no:31, pickup point: 14, delivery point: 53, distance: 7.608, earliest pickup time: 0.11, latest pick time: 0.26, pickup time: 0.19, earliest delivery time: 2.47, latest delivery time: 2.7, delivery time: 0.19]
[no:32, pickup point: 36, delivery point: 43, distance: 8.522, earliest pickup time: 0.11, latest pick time: 0.27, pickup time: 0.17, earliest delivery time: 2.71, latest delivery time: 2.92, delivery time: 0.18]
[no:33, pickup point: 2, delivery point: 64, distance: 5.623, earliest pickup time: 0.11, latest pick time: 0.31, pickup time: 0.17, earliest delivery time: 1.98, latest delivery time: 2.18, delivery time: 0.19]
[no:34, pickup point: 30, delivery point: 45, distance: 2.657, earliest pickup time: 0.12, latest pick time: 0.27, pickup time: 0.14, earliest delivery time: 1.12, latest delivery time: 1.25, delivery time: 0.17]
[no:35, pickup point: 27, delivery point: 59, distance: 7.205, earliest pickup time: 0.12, latest pick time: 0.28, pickup time: 0.19, earliest delivery time: 2.39, latest delivery time: 2.62, delivery time: 0.18]
[no:36, pickup point: 39, delivery point: 109, distance: 9.894, earliest pickup time: 0.12, latest pick time: 0.33, pickup time: 0.15, earliest delivery time: 3.12, latest delivery time: 3.27, delivery time: 0.17]
[no:37, pickup point: 6, delivery point: 133, distance: 0.957, earliest pickup time: 0.12, latest pick time: 0.34, pickup time: 0.19, earliest delivery time: 0.79, latest delivery time: 0.97, delivery time: 0.19]
[no:38, pickup point: 16, delivery point: 104, distance: 4.727, earliest pickup time: 0.12, latest pick time: 0.36, pickup time: 0.12, earliest delivery time: 1.73, latest delivery time: 1.98, delivery time: 0.13]
[no:39, pickup point: 25, delivery point: 133, distance: 7.812, earliest pickup time: 0.13, latest pick time: 0.27, pickup time: 0.1, earliest delivery time: 2.45, latest delivery time: 2.62, delivery time: 0.13]
[no:40, pickup point: 1, delivery point: 74, distance: 4.478, earliest pickup time: 0.13, latest pick time: 0.34, pickup time: 0.18, earliest delivery time: 1.72, latest delivery time: 1.96, delivery time: 0.18]
[no:41, pickup point: 30, delivery point: 52, distance: 1.442, earliest pickup time: 0.13, latest pick time: 0.36, pickup time: 0.13, earliest delivery time: 0.87, latest delivery time: 1.08, delivery time: 0.17]
[no:42, pickup point: 39, delivery point: 105, distance: 7.487, earliest pickup time: 0.14, latest pick time: 0.29, pickup time: 0.12, earliest delivery time: 2.41, latest delivery time: 2.51, delivery time: 0.17]
[no:43, pickup point: 13, delivery point: 54, distance: 6.23, earliest pickup time: 0.14, latest pick time: 0.32, pickup time: 0.16, earliest delivery time: 2.15, latest delivery time: 2.27, delivery time: 0.17]
[no:44, pickup point: 33, delivery point: 59, distance: 2.3, earliest pickup time: 0.14, latest pick time: 0.36, pickup time: 0.11, earliest delivery time: 1.08, latest delivery time: 1.2, delivery time: 0.16]
[no:45, pickup point: 15, delivery point: 112, distance: 6.552, earliest pickup time: 0.16, latest pick time: 0.29, pickup time: 0.18, earliest delivery time: 2.21, latest delivery time: 2.43, delivery time: 0.11]
[no:46, pickup point: 20, delivery point: 115, distance: 4.451, earliest pickup time: 0.16, latest pick time: 0.33, pickup time: 0.15, earliest delivery time: 1.67, latest delivery time: 1.88, delivery time: 0.15]
[no:47, pickup point: 28, delivery point: 41, distance: 1.734, earliest pickup time: 0.16, latest pick time: 0.39, pickup time: 0.13, earliest delivery time: 0.98, latest delivery time: 1.21, delivery time: 0.13]
[no:48, pickup point: 19, delivery point: 42, distance: 1.822, earliest pickup time: 0.17, latest pick time: 0.31, pickup time: 0.13, earliest delivery time: 0.92, latest delivery time: 1.07, delivery time: 0.16]
[no:49, pickup point: 10, delivery point: 73, distance: 0.801, earliest pickup time: 0.17, latest pick time: 0.36, pickup time: 0.14, earliest delivery time: 0.71, latest delivery time: 0.92, delivery time: 0.13]
[no:50, pickup point: 39, delivery point: 101, distance: 10.252, earliest pickup time: 0.17, latest pick time: 0.39, pickup time: 0.12, earliest delivery time: 3.25, latest delivery time: 3.36, delivery time: 0.11]
[no:51, pickup point: 12, delivery point: 117, distance: 5.071, earliest pickup time: 0.18, latest pick time: 0.33, pickup time: 0.14, earliest delivery time: 1.82, latest delivery time: 1.98, delivery time: 0.19]
[no:52, pickup point: 13, delivery point: 40, distance: 2.442, earliest pickup time: 0.18, latest pick time: 0.35, pickup time: 0.18, earliest delivery time: 1.19, latest delivery time: 1.32, delivery time: 0.19]
[no:53, pickup point: 10, delivery point: 42, distance: 3.71, earliest pickup time: 0.18, latest pick time: 0.41, pickup time: 0.11, earliest delivery time: 1.51, latest delivery time: 1.62, delivery time: 0.12]
[no:54, pickup point: 35, delivery point: 62, distance: 3.3, earliest pickup time: 0.18, latest pick time: 0.41, pickup time: 0.16, earliest delivery time: 1.44, latest delivery time: 1.62, delivery time: 0.13]
[no:55, pickup point: 11, delivery point: 77, distance: 2.981, earliest pickup time: 0.21, latest pick time: 0.46, pickup time: 0.14, earliest delivery time: 1.39, latest delivery time: 1.58, delivery time: 0.17]
[no:56, pickup point: 9, delivery point: 87, distance: 2.701, earliest pickup time: 0.22, latest pick time: 0.34, pickup time: 0.1, earliest delivery time: 1.16, latest delivery time: 1.3, delivery time: 0.19]
[no:57, pickup point: 1, delivery point: 134, distance: 2.21, earliest pickup time: 0.22, latest pick time: 0.37, pickup time: 0.14, earliest delivery time: 1.09, latest delivery time: 1.28, delivery time: 0.17]
[no:58, pickup point: 38, delivery point: 101, distance: 9.388, earliest pickup time: 0.22, latest pick time: 0.39, pickup time: 0.15, earliest delivery time: 3.05, latest delivery time: 3.22, delivery time: 0.12]
[no:59, pickup point: 25, delivery point: 85, distance: 5.426, earliest pickup time: 0.22, latest pick time: 0.39, pickup time: 0.19, earliest delivery time: 2.03, latest delivery time: 2.26, delivery time: 0.13]
[no:60, pickup point: 24, delivery point: 126, distance: 4.707, earliest pickup time: 0.23, latest pick time: 0.34, pickup time: 0.17, earliest delivery time: 1.77, latest delivery time: 2.02, delivery time: 0.11]
[no:61, pickup point: 29, delivery point: 126, distance: 2.168, earliest pickup time: 0.23, latest pick time: 0.34, pickup time: 0.2, earliest delivery time: 1.12, latest delivery time: 1.31, delivery time: 0.17]
[no:62, pickup point: 36, delivery point: 128, distance: 8.238, earliest pickup time: 0.23, latest pick time: 0.36, pickup time: 0.17, earliest delivery time: 2.72, latest delivery time: 2.86, delivery time: 0.17]
[no:63, pickup point: 39, delivery point: 92, distance: 5.898, earliest pickup time: 0.23, latest pick time: 0.4, pickup time: 0.15, earliest delivery time: 2.13, latest delivery time: 2.26, delivery time: 0.1]
[no:64, pickup point: 39, delivery point: 137, distance: 10.696, earliest pickup time: 0.24, latest pick time: 0.35, pickup time: 0.14, earliest delivery time: 3.35, latest delivery time: 3.54, delivery time: 0.17]
[no:65, pickup point: 9, delivery point: 102, distance: 8.022, earliest pickup time: 0.24, latest pick time: 0.41, pickup time: 0.16, earliest delivery time: 2.71, latest delivery time: 2.95, delivery time: 0.17]
[no:66, pickup point: 37, delivery point: 66, distance: 3.566, earliest pickup time: 0.26, latest pick time: 0.4, pickup time: 0.16, earliest delivery time: 1.51, latest delivery time: 1.7, delivery time: 0.1]
[no:67, pickup point: 22, delivery point: 57, distance: 1.648, earliest pickup time: 0.26, latest pick time: 0.41, pickup time: 0.16, earliest delivery time: 1.01, latest delivery time: 1.19, delivery time: 0.19]
[no:68, pickup point: 31, delivery point: 124, distance: 1.03, earliest pickup time: 0.26, latest pick time: 0.47, pickup time: 0.18, earliest delivery time: 0.93, latest delivery time: 1.11, delivery time: 0.19]
[no:69, pickup point: 27, delivery point: 78, distance: 2.24, earliest pickup time: 0.26, latest pick time: 0.47, pickup time: 0.18, earliest delivery time: 1.25, latest delivery time: 1.38, delivery time: 0.12]
[no:70, pickup point: 15, delivery point: 85, distance: 3.936, earliest pickup time: 0.27, latest pick time: 0.43, pickup time: 0.14, earliest delivery time: 1.61, latest delivery time: 1.81, delivery time: 0.14]
[no:71, pickup point: 24, delivery point: 49, distance: 0.64, earliest pickup time: 0.27, latest pick time: 0.45, pickup time: 0.18, earliest delivery time: 0.8, latest delivery time: 1.04, delivery time: 0.15]
